grid_x,grid_y,predicted_sinr
8,19,27.979936726684194
9,19,28.44603156584394
10,19,28.921969100966542
11,19,29.143295640209566
12,19,28.974323253986345
13,19,28.549834030228666
14,19,28.127275406176786
15,19,27.861199410963355
16,19,27.779529937359044
17,19,27.909384443937522
18,19,28.322040980672636
19,19,29.002805503396303
20,19,29.693045973475463
21,19,29.978877382524537
22,19,29.65183972788936
23,19,28.93744800751874
24,19,28.29532236762153
25,19,28.039027707855315
26,19,28.12327481944526
27,19,28.17180199558965
28,19,27.774093198983294
29,19,26.934520146495224
30,19,26.161329044370966
31,19,25.95277092090767
32,19,26.3022299927158
33,19,26.826833112702303
34,19,27.213548354754057
35,19,27.401933235560655
36,19,27.467445937883436
37,19,27.484236870052058
38,19,27.487459956484436
39,19,27.487927531345928
0,20,27.48798388775143
1,20,27.487986654317666
2,20,27.488019943810826
3,20,27.488325106200577
4,20,27.49045202603726
5,20,27.501685762900447
6,20,27.54640471913538
7,20,27.67935539482433
8,20,27.969742981630397
9,20,28.42030177898287
10,20,28.875682346897765
11,20,29.078227278537756
12,20,28.894468792934163
13,20,28.454406100632983
14,20,28.01450858254288
15,20,27.736384813173913
16,20,27.644611362078678
17,20,27.733255206971872
18,20,28.026365258494476
19,20,28.50267137330441
20,20,28.984245113837346
21,20,29.189147524930423
22,20,28.97432939380594
23,20,28.490514522121437
24,20,28.043816435419856
25,20,27.8420988973856
26,20,27.872488773028202
27,20,27.935965678935883
28,20,27.806595040295278
29,20,27.451830395829848
30,20,27.086027055754162
31,20,26.942725635183464
32,20,27.042226673769253
33,20,27.23279097599236
34,20,27.38059280556247
35,20,27.454055665933385
36,20,27.479851318608247
37,20,27.48649639195726
38,20,27.48777550181696
39,20,27.487961354965268
0,21,27.48798386362441
1,21,27.487986241607793
2,21,27.48801464073813
3,21,27.488273563878902
4,21,27.490071481690695
5,21,27.499545816442918
6,21,27.53722478948414
7,21,27.649291499875886
8,21,27.894570587938325
9,21,28.276861097659634
10,21,28.66695608555131
11,21,28.84653255195885
12,21,28.697063731639805
13,21,28.32154431050649
14,21,27.93584903185552
15,21,27.67958394035575
16,21,27.565285943345206
17,21,27.55437828208622
18,21,27.620979974832487
19,21,27.744103880261815
20,21,27.87200990748335
21,21,27.929510484196577
22,21,27.878530054567694
23,21,27.758060694377985
24,21,27.650042627991308
25,21,27.614368970531068
26,21,27.650360020444854
27,21,27.69495094406538
28,21,27.667700396178265
29,21,27.550623049235014
30,21,27.41536477147539
31,21,27.347428682143036
32,21,27.362070261605304
33,21,27.413091979696578
34,21,27.455865813138736
35,21,27.477733232333573
